"id","name","stripeCustomerId","paypalCustomerIds","email","phone","whatsapp","ville","serie_bac","note_esperee","motivation","budget","role","status","languages","isSeller","activeRole","password","deletedAt","emailVerified","trialled","referralCode","age","mediaId","createdAt","updatedAt","country","classe"
"115582d0-91aa-41ea-bb9a-5df538ae991c","Yassine Alaoui","","[]","student011@example.ma","+212 6 12 00 19 03","","Casablanca","Lettres","tres_bien","expat","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-01-12 10:17:00.000","2026-01-23 10:30:00.000","MA","1ere-bac"
"a549e668-5761-4727-9853-97aa2ee42e80","Sara Alaoui","","[]","student012@example.ma","+212 6 12 00 20 76","","Rabat","Arts","elite","employability","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-01-13 10:24:00.000","2026-01-25 10:37:00.000","MA","bac-plus"
"be6bd1ef-c06e-4245-a53b-c305333ae805","Hamza Alaoui","","[]","student013@example.ma","+212 6 12 00 22 49","","Marrakech","Sciences Mathematiques","passable","cash","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-01-14 10:31:00.000","2026-01-27 10:44:00.000","MA","2eme-bac"
"f7f400f4-e844-406b-b09d-51c0ce058bd5","Aya Alaoui","","[]","student014@example.ma","+212 6 12 00 24 22","","Fes","Sciences Physiques","bien","prestige","serre","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-01-15 10:38:00.000","2026-01-29 10:51:00.000","MA","1ere-bac"
"3f44b189-9e8e-409e-a5b7-a120df1eae47","Mehdi Alaoui","","[]","student015@example.ma","+212 6 12 00 25 95","","Tanger","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-01-16 10:45:00.000","2026-01-31 10:58:00.000","MA","bac-plus"
"a7b433f0-288d-4199-ae86-7bc761968042","Salma Idrissi","","[]","student016@example.ma","+212 6 12 00 27 68","","Agadir","Sciences Economiques","elite","safety","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-01-17 10:52:00.000","2026-02-02 11:05:00.000","MA","2eme-bac"
"57b5d43b-092f-486b-98c3-41a87b469cee","Omar Idrissi","","[]","student017@example.ma","+212 6 12 00 29 41","","Meknes","Lettres","passable","expat","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-01-18 10:59:00.000","2026-02-04 11:12:00.000","MA","1ere-bac"
"937403ee-cf41-4cd6-8c6d-53990c838b7f","Nour Idrissi","","[]","student018@example.ma","+212 6 12 00 31 14","","Oujda","Arts","bien","employability","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","REF018","25","","2026-01-19 11:06:00.000","2026-02-06 11:19:00.000","MA","bac-plus"
"204f8872-b5d8-4aad-8efc-07c335f31c7f","Anas Idrissi","","[]","student019@example.ma","+212 6 12 00 32 87","","Kenitra","Sciences Mathematiques","tres_bien","cash","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-01-20 11:13:00.000","2026-01-20 11:26:00.000","MA","2eme-bac"
"f2a7e649-d429-4a36-b754-92cd37dfe825","Lina Idrissi","","[]","student020@example.ma","+212 6 12 00 34 60","","Tetouan","Sciences Physiques","elite","prestige","illimite","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-01-21 11:20:00.000","2026-01-22 11:33:00.000","MA","1ere-bac"
"e06c9dc6-9f39-4b8f-841e-8deaedec9c22","Yassine Idrissi","","[]","student021@example.ma","+212 6 12 00 36 33","","Casablanca","Sciences de la Vie et de la Terre","passable","passion","0dh","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-01-22 11:27:00.000","2026-01-24 11:40:00.000","MA","bac-plus"
"80746ab3-978f-40dc-a737-a7986c98036c","Sara Idrissi","","[]","student022@example.ma","+212 6 12 00 38 06","","Rabat","Sciences Economiques","bien","safety","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-01-23 11:34:00.000","2026-01-26 11:47:00.000","MA","2eme-bac"
"bb035856-a187-4176-956a-7d40bef2f803","Hamza Idrissi","","[]","student023@example.ma","+212 6 12 00 39 79","","Marrakech","Lettres","tres_bien","expat","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-01-24 11:41:00.000","2026-01-28 11:54:00.000","MA","1ere-bac"
"e910be67-6d58-4833-ad19-d0e56d7e37c7","Aya Idrissi","","[]","student024@example.ma","+212 6 12 00 41 52","","Fes","Arts","elite","employability","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-01-25 11:48:00.000","2026-01-30 12:01:00.000","MA","bac-plus"
"6e2fceb7-f684-41cf-89ff-ee840668c858","Mehdi Idrissi","","[]","student025@example.ma","+212 6 12 00 43 25","","Tanger","Sciences Mathematiques","passable","cash","0dh","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-01-26 11:55:00.000","2026-02-01 12:08:00.000","MA","2eme-bac"
"d471b875-e134-436f-98f0-7f4fd9963837","Salma Idrissi","","[]","student026@example.ma","+212 6 12 00 44 98","","Agadir","Sciences Physiques","bien","prestige","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-01-27 12:02:00.000","2026-02-03 12:15:00.000","MA","1ere-bac"
"0a92989e-f022-4705-bcb3-06667fbea69d","Omar Amrani","","[]","student027@example.ma","+212 6 12 00 46 71","","Meknes","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","REF027","24","","2026-01-28 12:09:00.000","2026-02-05 12:22:00.000","MA","bac-plus"
"dcc7cb4a-7935-426b-9eaf-2ea4cec323b2","Nour Amrani","","[]","student028@example.ma","+212 6 12 00 48 44","","Oujda","Sciences Economiques","elite","safety","illimite","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-01-29 12:16:00.000","2026-02-07 12:29:00.000","MA","2eme-bac"
"d604e1a7-8673-4fd8-9d28-ec757d9cc45c","Anas Amrani","","[]","student029@example.ma","+212 6 12 00 50 17","","Kenitra","Lettres","passable","expat","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-01-30 12:23:00.000","2026-02-09 12:36:00.000","MA","1ere-bac"
"0124c49a-1ca4-478d-9b5c-b35400432942","Lina Amrani","","[]","student030@example.ma","+212 6 12 00 51 90","","Tetouan","Arts","bien","employability","serre","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-01-31 12:30:00.000","2026-02-11 12:43:00.000","MA","bac-plus"
"a7d9e725-9039-4944-9465-f28890a6560e","Yassine Amrani","","[]","student031@example.ma","+212 6 12 00 53 63","","Casablanca","Sciences Mathematiques","tres_bien","cash","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-02-01 12:37:00.000","2026-02-13 12:50:00.000","MA","2eme-bac"
"c4bd0383-e398-4e64-8976-b4ba3618f1d4","Sara Amrani","","[]","student032@example.ma","+212 6 12 00 55 36","","Rabat","Sciences Physiques","elite","prestige","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-02-02 12:44:00.000","2026-02-15 12:57:00.000","MA","1ere-bac"
"60af5966-fff0-4c2c-9c90-15f848e673cc","Hamza Amrani","","[]","student033@example.ma","+212 6 12 00 57 09","","Marrakech","Sciences de la Vie et de la Terre","passable","passion","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-02-03 12:51:00.000","2026-02-17 13:04:00.000","MA","bac-plus"
"6dfaba05-2590-453a-ac69-3bc655ab035b","Aya Amrani","","[]","student034@example.ma","+212 6 12 00 58 82","","Fes","Sciences Economiques","bien","safety","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-02-04 12:58:00.000","2026-02-19 13:11:00.000","MA","2eme-bac"
"f16f9bc4-eb99-4996-8eb7-c008c1caf35e","Mehdi Amrani","","[]","student035@example.ma","+212 6 12 00 60 55","","Tanger","Lettres","tres_bien","expat","confort","CLIENT","INACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-02-05 13:05:00.000","2026-02-21 13:18:00.000","MA","1ere-bac"
"75d8284c-d560-49b0-8455-f1052dc76480","Salma Tazi","","[]","student036@example.ma","+212 6 12 00 62 28","","Agadir","Arts","elite","employability","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","REF036","23","","2026-02-06 13:12:00.000","2026-02-23 13:25:00.000","MA","bac-plus"
"23361d36-ddd8-4891-8626-ff76b145bbb5","Omar Tazi","","[]","student037@example.ma","+212 6 12 00 64 01","","Meknes","Sciences Mathematiques","passable","cash","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-02-07 13:19:00.000","2026-02-25 13:32:00.000","MA","2eme-bac"
"8b941d89-aeba-42ad-9fa5-3ff63c9e2ff3","Nour Tazi","","[]","student038@example.ma","+212 6 12 00 65 74","","Oujda","Sciences Physiques","bien","prestige","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-02-08 13:26:00.000","2026-02-08 13:39:00.000","MA","1ere-bac"
"6df4108e-16d8-442a-939c-d4722e0e4241","Anas Tazi","","[]","student039@example.ma","+212 6 12 00 67 47","","Kenitra","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-02-09 13:33:00.000","2026-02-10 13:46:00.000","MA","bac-plus"
"58722eca-af6f-416e-975d-d9258e87b842","Lina Tazi","","[]","student040@example.ma","+212 6 12 00 69 20","","Tetouan","Sciences Economiques","elite","safety","illimite","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-02-10 13:40:00.000","2026-02-12 13:53:00.000","MA","2eme-bac"
"c7520911-d865-4fdb-a2f5-9ff04a1ce48b","Yassine Tazi","","[]","student041@example.ma","+212 6 12 00 70 93","","Casablanca","Lettres","passable","expat","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-02-11 13:47:00.000","2026-02-14 14:00:00.000","MA","1ere-bac"
"79d4d38e-66c4-42ff-9753-ae6846dbd99e","Sara Tazi","","[]","student042@example.ma","+212 6 12 00 72 66","","Rabat","Arts","bien","employability","serre","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-02-12 13:54:00.000","2026-02-16 14:07:00.000","MA","bac-plus"
"4a9b7354-afe1-41eb-ab39-07eb311a2d83","Hamza Tazi","","[]","student043@example.ma","+212 6 12 00 74 39","","Marrakech","Sciences Mathematiques","tres_bien","cash","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-02-13 14:01:00.000","2026-02-18 14:14:00.000","MA","2eme-bac"
"ebf52eaa-0280-436f-a6d0-d64b37e56749","Aya Tazi","","[]","student044@example.ma","+212 6 12 00 76 12","","Fes","Sciences Physiques","elite","prestige","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-02-14 14:08:00.000","2026-02-20 14:21:00.000","MA","1ere-bac"
"bcb5e7f3-f258-4c9c-a180-07db1d1e13c1","Mehdi Tazi","","[]","student045@example.ma","+212 6 12 00 77 85","","Tanger","Sciences de la Vie et de la Terre","passable","passion","0dh","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","REF045","22","","2026-02-15 14:15:00.000","2026-02-22 14:28:00.000","MA","bac-plus"
"2ebc783b-1284-46f1-b775-9e378be53df7","Salma Tazi","","[]","student046@example.ma","+212 6 12 00 79 58","","Agadir","Sciences Economiques","bien","safety","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-02-16 14:22:00.000","2026-02-24 14:35:00.000","MA","2eme-bac"
"14bab039-f5c3-452a-9b30-480ebb4c3808","Omar Chraibi","","[]","student047@example.ma","+212 6 12 00 81 31","","Meknes","Lettres","tres_bien","expat","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-02-17 14:29:00.000","2026-02-26 14:42:00.000","MA","1ere-bac"
"13c76448-7fee-4aba-ba1c-28950fa7953e","Nour Chraibi","","[]","student048@example.ma","+212 6 12 00 83 04","","Oujda","Arts","elite","employability","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-02-18 14:36:00.000","2026-02-28 14:49:00.000","MA","bac-plus"
"af3ae31a-aa4b-4328-b503-0b561bbf8298","Anas Chraibi","","[]","student049@example.ma","+212 6 12 00 84 77","","Kenitra","Sciences Mathematiques","passable","cash","0dh","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-02-19 14:43:00.000","2026-03-02 14:56:00.000","MA","2eme-bac"
"cb10230c-024a-4012-ae73-88cb6db15034","Lina Chraibi","","[]","student050@example.ma","+212 6 12 00 86 50","","Tetouan","Sciences Physiques","bien","prestige","serre","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-02-20 14:50:00.000","2026-03-04 15:03:00.000","MA","1ere-bac"
"14d98d7b-d838-4ffb-8c3b-7b2ac5e9e120","Yassine Chraibi","","[]","student051@example.ma","+212 6 12 00 88 23","","Casablanca","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-02-21 14:57:00.000","2026-03-06 15:10:00.000","MA","bac-plus"
"032ca588-0e42-4c65-8a4d-ad2eb15cfcbf","Sara Chraibi","","[]","student052@example.ma","+212 6 12 00 89 96","","Rabat","Sciences Economiques","elite","safety","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-02-22 15:04:00.000","2026-03-08 15:17:00.000","MA","2eme-bac"
"0ed94eba-0baf-4f1d-801c-41c6831b87da","Hamza Chraibi","","[]","student053@example.ma","+212 6 12 00 91 69","","Marrakech","Lettres","passable","expat","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-02-23 15:11:00.000","2026-03-10 15:24:00.000","MA","1ere-bac"
"92ad3101-9876-43a0-9cc8-0ea8ace592e9","Aya Chraibi","","[]","student054@example.ma","+212 6 12 00 93 42","","Fes","Arts","bien","employability","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","REF054","21","","2026-02-24 15:18:00.000","2026-03-12 15:31:00.000","MA","bac-plus"
"16ba8180-ee33-4936-92a8-d7acbca7706b","Mehdi Chraibi","","[]","student055@example.ma","+212 6 12 00 95 15","","Tanger","Sciences Mathematiques","tres_bien","cash","confort","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-02-25 15:25:00.000","2026-03-14 15:38:00.000","MA","2eme-bac"
"85743ace-522b-41af-adae-9ad572e1bdd5","Salma Berrada","","[]","student056@example.ma","+212 6 12 00 96 88","","Agadir","Sciences Physiques","elite","prestige","illimite","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-02-26 15:32:00.000","2026-03-16 15:45:00.000","MA","1ere-bac"
"b07880a2-d147-458a-9204-434c944fbf44","Omar Berrada","","[]","student057@example.ma","+212 6 12 00 98 61","","Meknes","Sciences de la Vie et de la Terre","passable","passion","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-02-27 15:39:00.000","2026-02-27 15:52:00.000","MA","bac-plus"
"6f9e8214-9831-4bec-b411-f4c780e97352","Nour Berrada","","[]","student058@example.ma","+212 6 12 01 00 34","","Oujda","Sciences Economiques","bien","safety","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-02-28 15:46:00.000","2026-03-01 15:59:00.000","MA","2eme-bac"
"872df145-5637-4934-b7f5-4ce601bd14cb","Anas Berrada","","[]","student059@example.ma","+212 6 12 01 02 07","","Kenitra","Lettres","tres_bien","expat","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-03-01 15:53:00.000","2026-03-03 16:06:00.000","MA","1ere-bac"
"d52f8b72-4024-4564-96e6-b1043ab3e092","Lina Berrada","","[]","student060@example.ma","+212 6 12 01 03 80","","Tetouan","Arts","elite","employability","illimite","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-03-02 16:00:00.000","2026-03-05 16:13:00.000","MA","bac-plus"
"b44e179a-c553-4e7b-a6bd-c8f2c5d40d8d","Yassine Berrada","","[]","student061@example.ma","+212 6 12 01 05 53","","Casablanca","Sciences Mathematiques","passable","cash","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-03-03 16:07:00.000","2026-03-07 16:20:00.000","MA","2eme-bac"
"cfa59fc2-724f-450f-b7af-6b703bfd257e","Sara Berrada","","[]","student062@example.ma","+212 6 12 01 07 26","","Rabat","Sciences Physiques","bien","prestige","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-03-04 16:14:00.000","2026-03-09 16:27:00.000","MA","1ere-bac"
"5e674629-6cc0-4fb2-bbd8-d1deafffd97e","Hamza Berrada","","[]","student063@example.ma","+212 6 12 01 08 99","","Marrakech","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","REF063","20","","2026-03-05 16:21:00.000","2026-03-11 16:34:00.000","MA","bac-plus"
"449efc28-3ed6-42f3-92b7-c6a5a36f64bd","Aya Berrada","","[]","student064@example.ma","+212 6 12 01 10 72","","Fes","Sciences Economiques","elite","safety","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-03-06 16:28:00.000","2026-03-13 16:41:00.000","MA","2eme-bac"
"3ff3341f-af0f-41df-b74a-b3b6efe70133","Mehdi Berrada","","[]","student065@example.ma","+212 6 12 01 12 45","","Tanger","Lettres","passable","expat","0dh","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-03-07 16:35:00.000","2026-03-15 16:48:00.000","MA","1ere-bac"
"0b24f84e-6ae9-480a-81f2-bc82b21c32ec","Salma Berrada","","[]","student066@example.ma","+212 6 12 01 14 18","","Agadir","Arts","bien","employability","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-03-08 16:42:00.000","2026-03-17 16:55:00.000","MA","bac-plus"
"64b99bec-1940-4a69-9109-9af0fdf697b6","Omar Fassi","","[]","student067@example.ma","+212 6 12 01 15 91","","Meknes","Sciences Mathematiques","tres_bien","cash","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-03-09 16:49:00.000","2026-03-19 17:02:00.000","MA","2eme-bac"
"5c327537-83ef-4140-b0e6-a0fc83fc294d","Nour Fassi","","[]","student068@example.ma","+212 6 12 01 17 64","","Oujda","Sciences Physiques","elite","prestige","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-03-10 16:56:00.000","2026-03-21 17:09:00.000","MA","1ere-bac"
"1022edb8-9095-4dd5-8573-f2e0a219b475","Anas Fassi","","[]","student069@example.ma","+212 6 12 01 19 37","","Kenitra","Sciences de la Vie et de la Terre","passable","passion","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-03-11 17:03:00.000","2026-03-23 17:16:00.000","MA","bac-plus"
"402bc02b-3c94-40c4-aa59-3f10fd4d18b5","Lina Fassi","","[]","student070@example.ma","+212 6 12 01 21 10","","Tetouan","Sciences Economiques","bien","safety","serre","CLIENT","INACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-03-12 17:10:00.000","2026-03-25 17:23:00.000","MA","2eme-bac"
"b12885e9-79aa-4cc5-8f0d-b03d2d836215","Yassine Fassi","","[]","student071@example.ma","+212 6 12 01 22 83","","Casablanca","Lettres","tres_bien","expat","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","18","","2026-03-13 17:17:00.000","2026-03-27 17:30:00.000","MA","1ere-bac"
"36f62901-99ea-42c1-8542-24902dd338cd","Sara Fassi","","[]","student072@example.ma","+212 6 12 01 24 56","","Rabat","Arts","elite","employability","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","REF072","19","","2026-03-14 17:24:00.000","2026-03-29 17:37:00.000","MA","bac-plus"
"5cb321c0-57dc-4efb-aeb4-04d4b3828e03","Hamza Fassi","","[]","student073@example.ma","+212 6 12 01 26 29","","Marrakech","Sciences Mathematiques","passable","cash","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","20","","2026-03-15 17:31:00.000","2026-03-31 17:44:00.000","MA","2eme-bac"
"83204488-6888-4b6e-81c6-ac539130276e","Aya Fassi","","[]","student074@example.ma","+212 6 12 01 28 02","","Fes","Sciences Physiques","bien","prestige","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","21","","2026-03-16 17:38:00.000","2026-04-02 17:51:00.000","MA","1ere-bac"
"059307cf-71f3-4bef-938d-a36d68df6f54","Mehdi Fassi","","[]","student075@example.ma","+212 6 12 01 29 75","","Tanger","Sciences de la Vie et de la Terre","tres_bien","passion","confort","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","22","","2026-03-17 17:45:00.000","2026-04-04 17:58:00.000","MA","bac-plus"
"af36beb6-e051-4f16-a0ce-b8d61bdf61e8","Salma ElMansouri","","[]","student076@example.ma","+212 6 12 01 31 48","","Agadir","Sciences Economiques","elite","safety","illimite","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","23","","2026-03-18 17:52:00.000","2026-03-18 18:05:00.000","MA","2eme-bac"
"254b28c9-06e0-4736-8888-540d0905b959","Omar ElMansouri","","[]","student077@example.ma","+212 6 12 01 33 21","","Meknes","Lettres","passable","expat","0dh","CLIENT","INACTIVE","[""fr""]","False","CLIENT","","","True","False","","24","","2026-03-19 17:59:00.000","2026-03-20 18:12:00.000","MA","1ere-bac"
"df4dde15-5b44-41a2-b900-220229440970","Nour ElMansouri","","[]","student078@example.ma","+212 6 12 01 34 94","","Oujda","Arts","bien","employability","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","25","","2026-03-20 18:06:00.000","2026-03-22 18:19:00.000","MA","bac-plus"
"9660e4e0-6ad5-4a34-97ee-d5cf97df46e7","Anas ElMansouri","","[]","student079@example.ma","+212 6 12 01 36 67","","Kenitra","Sciences Mathematiques","tres_bien","cash","confort","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","26","","2026-03-21 18:13:00.000","2026-03-24 18:26:00.000","MA","2eme-bac"
"660839ed-e85d-45a9-a226-9d64c1653485","Lina ElMansouri","","[]","student080@example.ma","+212 6 12 01 38 40","","Tetouan","Sciences Physiques","elite","prestige","illimite","CLIENT","ACTIVE","[""fr"",""en""]","False","CLIENT","","","True","False","","17","","2026-03-22 18:20:00.000","2026-03-26 18:33:00.000","MA","1ere-bac"
"aa1ddaef-68c8-4dc7-b2ff-205ca75ee240","Yassine ElMansouri","","[]","student081@example.ma","+212 6 12 01 40 13","","Casablanca","Sciences de la Vie et de la Terre","passable","passion","0dh","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","REF081","18","","2026-03-23 18:27:00.000","2026-03-28 18:40:00.000","MA","bac-plus"
"0f934107-05fd-4470-89b7-e3280d834a18","Sara ElMansouri","","[]","student082@example.ma","+212 6 12 01 41 86","","Rabat","Sciences Economiques","bien","safety","serre","CLIENT","ACTIVE","[""fr""]","False","CLIENT","","","True","False","","19","","2026-03-24 18:34:00.000","2026-03-30 18:47:00.000","MA","2eme-bac"
